Texts,content,corpus
 Very nice camera,human,nice camera
"The role of art in society is multifaceted, encompassing both aesthetic and social dimensions, and serving as a means of expression, reflection, and cultural transmission.",bot,role art societi multifacet encompass aesthet social dimens serv mean express reflect cultur transmiss
"The waves crashed against the shore, sending a spray of salty water into the air and leaving behind a trail of foam and bubbles.",bot,wave crash shore send spray salti water air leav behind trail foam bubbl
 Awesome experience,human,awesom experi
" Had used Samsung flagships earlier, But must say there is no comparison to iPhone photography (especially low light) also Display and clean UI.",human,use samsung flagship earlier must say comparison iphon photographi especi low light also display clean ui
"In the coming years, AI will help us tackle some of the world's most pressing challenges, from climate change to poverty.",bot,come year ai help us tackl world press challeng climat chang poverti
" ESIM function fails, did service in Iplanet care but few days only its working after that same issue repeats",human,esim function fail servic iplanet care day work issu repeat
 I like iPhone 13 because battery backup is best also fast changing ….Camera ????,human,like iphon batteri backup best also fast chang camera
 Awesome ??,human,awesom
"The impact of colonialism on indigenous communities is a contentious issue, with ongoing efforts to acknowledge and address historical injustices and promote reconciliation and healing.",bot,impact coloni indigen commun contenti issu ongo effort acknowledg address histor injustic promot reconcili heal
 Excellent mobile.. dream purchase,human,excel mobil dream purchas
"AI can help us improve the accuracy and efficiency of fraud detection in healthcare systems, reducing losses and improving patient safety.",bot,ai help us improv accuraci effici fraud detect healthcar system reduc loss improv patient safeti
 Best phone in recent times I have used in my life,human,best phone recent time use life
 Power issuesPhone Temprature high some time,human,power issuesphon tempratur high time
"The impact of renewable energy sources on the shipping industry and maritime trade is a pressing issue, with potential implications for economic growth and environmental sustainability.",bot,impact renew energi sourc ship industri maritim trade press issu potenti implic econom growth environment sustain
"The impact of automation on the healthcare industry and patient care is a growing area of interest and innovation, with potential implications for efficiency and quality of care.",bot,impact autom healthcar industri patient care grow area interest innov potenti implic effici qualiti care
"The role of ethics in society is to guide decision-making and behavior in a way that is fair, just, and respectful of human rights and dignity.",bot,role ethic societi guid decis make behavior way fair respect human right digniti
 White colour is a nice choice,human,white colour nice choic
 No words to say... Everybody knows...  Hey siri,human,word say everybodi know hey siri
The wind was blowing so hard it was difficult to keep his balance.,bot,wind blow hard difficult keep balanc
 Very nice phone Loved all thing??#mehengi baatchit??,human,nice phone love thing mehengi baatchit
 1. Irritating OS. It is pain to transfer files between windows or android.2. No call recorder. Although apple says it is due to privacy reasons. But this one sure an excuse because apple can provide inbuilt call recorder without affecting privacy unless apple is not technically capable of doing that.3. Poor audio quality. Although apple has already been known for below average audio performance but never thought that this one cant even match other midrange phones. Now I have to carry my old...,human,irrit os pain transfer file window android call record although appl say due privaci reason one sure excus appl provid inbuilt call record without affect privaci unless appl technic capabl poor audio qualiti although appl alreadi known averag audio perform never thought one cant even match midrang phone carri old
"AI can help us improve the accuracy and efficiency of product recommendation systems, improving the customer experience and driving sales.",bot,ai help us improv accuraci effici product recommend system improv custom experi drive sale
"The role of science fiction in society is to provide a means of speculation, imagination, and reflection on the possibilities and implications of technological and societal change.",bot,role scienc fiction societi provid mean specul imagin reflect possibl implic technolog societ chang
"The use of nanotechnology in medicine offers new possibilities for targeted drug delivery and disease diagnosis, but also raises concerns about safety and ethical implications.",bot,use nanotechnolog medicin offer new possibl target drug deliveri diseas diagnosi also rais concern safeti ethic implic
 Great features and greater picture quality,human,great featur greater pictur qualiti
 Very good,human,good
 ???so beautiful,human,beauti
"The impact of renewable energy sources on transportation infrastructure and planning is a pressing issue, with potential implications for economic growth and environmental sustainability.",bot,impact renew energi sourc transport infrastructur plan press issu potenti implic econom growth environment sustain
"The role of art in society is to provide a means of expression, creativity, and aesthetic experience, with a focus on individual and cultural identity.",bot,role art societi provid mean express creativ aesthet experi focu individu cultur ident
" Amazing Phone. The biggest improvement has got to be the battery. But apple being apple, the UI is super smooth as always and this has been a glide for over an year now. Hard to switch into anything else now!",human,amaz phone biggest improv got batteri appl appl ui super smooth alway glide year hard switch anyth els
 What a feeling ?,human,feel
 Waste of money,human,wast money
"The impact of automation on the transportation industry and infrastructure is a growing area of interest and innovation, with potential implications for efficiency and job displacement.",bot,impact autom transport industri infrastructur grow area interest innov potenti implic effici job displac
 Nice,human,nice
"AI can help us better understand and address the impact of aging populations on healthcare and social systems, from predicting demand for healthcare services to developing interventions to improve quality of life.",bot,ai help us better understand address impact age popul healthcar social system predict demand healthcar servic develop intervent improv qualiti life
 Best,human,best
 I used it from 3 months as primary device. I truly said to you guys this phone is next level. Killer phone??Camera????Performance ????Battery????Build quality???? Display ????,human,use month primari devic truli said guy phone next level killer phone camera perform batteri build qualiti display
"The use of renewable energy sources such as solar and wind presents opportunities for clean and sustainable energy, but also requires careful consideration of infrastructure and economic factors.",bot,use renew energi sourc solar wind present opportun clean sustain energi also requir care consider infrastructur econom factor
"The use of biotechnology in gene editing presents opportunities for breakthroughs and innovation, but also raises concerns about ethical implications and potential consequences.",bot,use biotechnolog gene edit present opportun breakthrough innov also rais concern ethic implic potenti consequ
 Nice phone,human,nice phone
"The impact of digital technology on social justice and equity is a constantly evolving issue, with ongoing debates about the impact of technology on marginalized communities.",bot,impact digit technolog social justic equiti constantli evolv issu ongo debat impact technolog margin commun
"The field of psychology seeks to understand human behavior, thought processes, and emotions, with a focus on mental health, development, and social influence.",bot,field psycholog seek understand human behavior thought process emot focu mental health develop social influenc
"The impact of automation on the retail industry and job market is a growing area of interest and innovation, with potential implications for efficiency and job displacement.",bot,impact autom retail industri job market grow area interest innov potenti implic effici job displac
"Success is not just about achieving your goals, it's also about learning from your failures and using those lessons to improve yourself.",bot,success achiev goal also learn failur use lesson improv
"The use of biotechnology in food production presents opportunities for efficiency and sustainability, but also raises concerns about safety and ethical implications.",bot,use biotechnolog food product present opportun effici sustain also rais concern safeti ethic implic
"The study of literature provides insight into the human experience through the interpretation and analysis of written texts, with a focus on cultural, historical, and social contexts.",bot,studi literatur provid insight human experi interpret analysi written text focu cultur histor social context
 Very good,human,good
 BEST EVER EXPERIENCE ????,human,best ever experi
 Everything is perfect except battery life. It’s all about the iOS experience. That’s all. Buy only if needed. Don’t trap in EMIs. especially No cost EMIs. I’d recommend you buy budget android or iphone and invest the remaining. Don’t spend too much money on depreciating assets.,human,everyth perfect except batteri life io experi buy need trap emi especi cost emi recommend buy budget android iphon invest remain spend much money depreci asset
 Love it,human,love
 The product was good but the delivery was too bad. worst experience from flipkart,human,product good deliveri bad worst experi flipkart
 item was perfect when it was delivered..........!,human,item perfect deliv
"Sometimes it's hard to know what you want to do with your life, but it's important to keep exploring your options until you find the path that feels right for you.",bot,sometim hard know want life import keep explor option find path feel right
The neural network was trained on a large dataset of financial data and was able to accurately predict stock prices with an accuracy of 85%.,bot,neural network train larg dataset financi data abl accur predict stock price accuraci
"The use of blockchain technology has potential applications beyond digital currencies, including in supply chain management, voting systems, and identity verification.",bot,use blockchain technolog potenti applic beyond digit currenc includ suppli chain manag vote system ident verif
" Excellent performance of iPhone 13.Display is extremely crisp. Touch screen is grater smooth.Cinematic video is new feature as I Upgraded from iPhone11.All functions work excellent for using phone for business activities- it is a heavy duty phone.Phone got heated a bit while charging first time, but it was for first time only, afterwards phone behaved normal.Phone is very sleek and really slippery- use of case cover is highly recommended",human,excel perform iphon display extrem crisp touch screen grater smooth cinemat video new featur upgrad iphon function work excel use phone busi activ heavi duti phone phone got heat bit charg first time first time afterward phone behav normal phone sleek realli slipperi use case cover highli recommend
"The use of artificial intelligence in marketing and advertising presents opportunities for targeted and personalized campaigns, but also raises concerns about privacy and consumer manipulation.",bot,use artifici intellig market advertis present opportun target person campaign also rais concern privaci consum manipul
"The use of 3D printing technology in manufacturing and production offers new possibilities for customization and sustainability, but also requires careful consideration of environmental and social impacts.",bot,use print technolog manufactur product offer new possibl custom sustain also requir care consider environment social impact
 Product is great and authentic. Great experience. Great display. Great to have such phone.,human,product great authent great experi great display great phone
"The use of robotics in logistics and supply chain management presents opportunities for efficiency and automation, but also raises concerns about job displacement and ethical implications.",bot,use robot logist suppli chain manag present opportun effici autom also rais concern job displac ethic implic
" Got iphone 13 at 52019 and at this price it's a good deal. Display is good , battery backup is good , camera performance is good , performance is good . Overall phone is good .",human,got iphon price good deal display good batteri backup good camera perform good perform good overal phone good
"This is my 4th Iphone till date. I have used 6,x,11 before. Pros: Battery: Big improvement.Display : 60Hz but ios16 doesnt make it feel obsolete.Cons:Camera : I dont see any difference from Iphone 11 .Night shots were an improvement but not par with Android competition.Verdict : Not a worthy upgrade from Iphone 11 yet Im satisfied .",human,th iphon till date use x pro batteri big improv display hz io doesnt make feel obsolet con camera dont see differ iphon night shot improv par android competit verdict worthi upgrad iphon yet im satisfi
 Love it,human,love
 This is my 1st iphone ..... I am happy to buy it .it's performance is so good but the only think which disappointed me is its camera..... I know it's not comparable with 200 mp camera of samsung... But 12 mp camera of sony xperia is far better than iPhone.... Except this everything this so good in iPhone,human,st iphon happi buy perform good think disappoint camera know compar mp camera samsung mp camera soni xperia far better iphon except everyth good iphon
 What to say its ???? iphone,human,say iphon
"The impact of automation on the hospitality industry and job market is a growing area of interest and innovation, with potential implications for efficiency and job displacement.",bot,impact autom hospit industri job market grow area interest innov potenti implic effici job displac
 Amazing phone.. just go for it,human,amaz phone go
"The use of blockchain technology in gaming and virtual worlds presents opportunities for security and ownership, but also requires careful consideration of legal and regulatory frameworks.",bot,use blockchain technolog game virtual world present opportun secur ownership also requir care consider legal regulatori framework
"The use of artificial intelligence in marketing and advertising presents opportunities for personalization and efficiency, but also raises concerns about data privacy and ethical implications.",bot,use artifici intellig market advertis present opportun person effici also rais concern data privaci ethic implic
"The role of music in society is multifaceted, encompassing cultural, artistic, and emotional dimensions, and serving as a means of expression, entertainment, and communication.",bot,role music societi multifacet encompass cultur artist emot dimens serv mean express entertain commun
 In simple words  I love it,human,simpl word love
"AI can help us improve the accessibility and quality of education, from personalized learning to virtual classrooms.",bot,ai help us improv access qualiti educ person learn virtual classroom
"The advancement of biotechnology and genetic engineering offers new possibilities for treating and curing diseases, but also raises ethical and safety concerns.",bot,advanc biotechnolog genet engin offer new possibl treat cure diseas also rais ethic safeti concern
 Amazing phone I bought it on BBD sale for my wife and everything is perfect in this phone..,human,amaz phone bought bbd sale wife everyth perfect phone
"AI can help us improve the accuracy and efficiency of customer segmentation, improving the effectiveness of marketing strategies.",bot,ai help us improv accuraci effici custom segment improv effect market strategi
 Product is nice but still not happy with the packaging of Flipkart,human,product nice still happi packag flipkart
"The use of biometrics such as facial recognition technology raises concerns about privacy and civil liberties, particularly in the context of law enforcement and government surveillance.",bot,use biometr facial recognit technolog rais concern privaci civil liberti particularli context law enforc govern surveil
 Yeh!! Product was good I used nearly 6 months overall experience was top class,human,yeh product good use nearli month overal experi top class
"The impact of digital technology on privacy and surveillance is a constantly evolving issue, with ongoing debates about the balance between security and civil liberties.",bot,impact digit technolog privaci surveil constantli evolv issu ongo debat balanc secur civil liberti
"With AI, we can automate tedious and repetitive tasks, freeing up time for more creative and valuable work.",bot,ai autom tediou repetit task free time creativ valuabl work
"The use of biotechnology in environmental conservation presents opportunities for breakthroughs and innovation, but also raises concerns about ethical implications and potential consequences.",bot,use biotechnolog environment conserv present opportun breakthrough innov also rais concern ethic implic potenti consequ
"The impact of automation on the construction industry and job market is a growing area of interest and innovation, with potential implications for efficiency and job displacement.",bot,impact autom construct industri job market grow area interest innov potenti implic effici job displac
"The birds chirped merrily in the trees, welcoming the new day.",bot,bird chirp merrili tree welcom new day
 Nice Green colour,human,nice green colour
"The impact of renewable energy sources on urban development and planning is a pressing issue, with potential implications for economic growth and environmental sustainability.",bot,impact renew energi sourc urban develop plan press issu potenti implic econom growth environment sustain
 Best phone available at this price point.Camera is comparable with entry level DSLR(marvellous dynamic range)The performance is unmatchable.Shifted to iOS after 10 years of premium android smartphones.Go  for it without any second thought.,human,best phone avail price point camera compar entri level dslr marvel dynam rang perform unmatch shift io year premium android smartphon go without second thought
She looked up at the stars and wondered what else was out there.,bot,look star wonder els
 Delivery boy was nice. But flipkart deleviry was delay.. For 2 days product remain ghe nearest hub.. And packaging was very bed I don't see such a bed packgaging... Not happy at all,human,deliveri boy nice flipkart deleviri delay day product remain ghe nearest hub packag bed see bed packgag happi
The key to success is to never stop learning. Keep expanding your knowledge and skills and you will go far.,bot,key success never stop learn keep expand knowledg skill go far
 I love it,human,love
"The use of artificial intelligence in transportation and mobility presents opportunities for improved safety and efficiency, but also raises concerns about privacy, security, and the impact on employment.",bot,use artifici intellig transport mobil present opportun improv safeti effici also rais concern privaci secur impact employ
 Amazing,human,amaz
 Love to use ios If u r android user...try it....feels awsome Also.....girls...interaction is increases at least 90%,human,love use io u r android user tri feel awsom also girl interact increas least
"The use of gene drive technology for pest control and disease prevention presents opportunities for sustainable solutions, but also raises ethical and ecological concerns.",bot,use gene drive technolog pest control diseas prevent present opportun sustain solut also rais ethic ecolog concern
"The United Nations Sustainable Development Goals provide a roadmap for addressing global challenges such as poverty, inequality, climate change, and sustainable development.",bot,unit nation sustain develop goal provid roadmap address global challeng poverti inequ climat chang sustain develop
"AI can help us better understand and predict the behavior of human populations, from demographic shifts to social movements.",bot,ai help us better understand predict behavior human popul demograph shift social movement
 Apple i phone 13 really awesome performance processor was really awesome all over performance is very good,human,appl phone realli awesom perform processor realli awesom perform good
"AI can help us better understand and predict the behavior of complex systems in the natural world, from ecosystems to climate systems.",bot,ai help us better understand predict behavior complex system natur world ecosystem climat system
"AI can help us develop new materials and technologies, leading to innovations that will shape the future.",bot,ai help us develop new materi technolog lead innov shape futur
"The use of artificial intelligence in customer service and support presents opportunities for efficiency and personalization, but also raises concerns about job displacement and ethical implications.",bot,use artifici intellig custom servic support present opportun effici person also rais concern job displac ethic implic
"When you're faced with a challenge, don't give up. Look for creative solutions and keep pushing forward.",bot,face challeng give look creativ solut keep push forward
 Actually liked it. And unexpected battery performance.It just fabulous totally. Loved ??,human,actual like unexpect batteri perform fabul total love
"The impact of automation on healthcare and medical services is a growing area of interest and innovation, with potential implications for efficiency and access to care.",bot,impact autom healthcar medic servic grow area interest innov potenti implic effici access care
He couldn't stop laughing at his friend's silly joke.,bot,stop laugh friend silli joke
" U may have frnds who say dont trust these online merchants on apple poducts becoz it wont come with waranty or will have charge issues ,etc.. But if u listen to it U will be missing a good oppurtunity.",human,u may frnd say dont trust onlin merchant appl poduct becoz wont come waranti charg issu etc u listen u miss good oppurtun
"Cultural heritage preservation is important for maintaining connections to the past and promoting cultural diversity, but also requires balancing preservation with development and progress.",bot,cultur heritag preserv import maintain connect past promot cultur divers also requir balanc preserv develop progress
 PHONE IS BEST BUT THE SELLER IS THE WORST EVEN AFTER APPLYING WITH GST THEY SAY THAT I HAVE NOT TICKED THE OPTION FOR GST THIS IS THE ANSWER THEY GIVEN WHEN EVER I CALL THEM FOR THE INVOICE ISSUE AND ALSO THE SLLERY DOSENT EVEN RESPOND AND THE MAIN THING THESE PEOPLE WRITE SOMETHING ON THE BANNER PAGE OF THE MOBILE AND GIVE SOMETHING ELSE IN DETAILS IF WE GO DEEP INTO IT,human,phone best seller worst even appli gst say tick option gst answer given ever call invoic issu also slleri dosent even respond main thing peopl write someth banner page mobil give someth els detail go deep
 iOS is loved across globe for some reason. Loved every thing about the iPhone 13 and the startlight colour is really very nice.,human,io love across globe reason love everi thing iphon startlight colour realli nice
" This is unbeatable smartphone in the range of 50-60k. I got it for 50k in big billion days sale . I was quite confused between android and apple and I totally feel satisfied with my choice of Iphone13 . It has the best camera, style, dynamics and sturdiness as well . Display is 60hz but never feels laggy or slow due to apple animations and smooth gestures. You can without any doubt go for this . Totally recommended.",human,unbeat smartphon rang k got k big billion day sale quit confus android appl total feel satisfi choic iphon best camera style dynam sturdi well display hz never feel laggi slow due appl anim smooth gestur without doubt go total recommend
"AI can help us better manage our natural resources, from monitoring water usage to tracking deforestation.",bot,ai help us better manag natur resourc monitor water usag track deforest
"The use of renewable energy sources such as solar and wind power is transforming the way we generate and consume energy, with a focus on sustainability and environmental protection.",bot,use renew energi sourc solar wind power transform way gener consum energi focu sustain environment protect
"The use of artificial intelligence in cybersecurity presents opportunities for efficiency and accuracy, but also raises concerns about privacy and ethical implications.",bot,use artifici intellig cybersecur present opportun effici accuraci also rais concern privaci ethic implic
 Nice product thanks for falipcard,human,nice product thank falipcard
" I phone 13 ?? This phone is very fast and let alone the camera, dual sound quality and build quality is also very good but the size is small",human,phone phone fast let alon camera dual sound qualiti build qualiti also good size small
"The study of history seeks to understand past events, societies, and cultures, with a focus on historical narratives, methods, and interpretation.",bot,studi histori seek understand past event societi cultur focu histor narr method interpret
"The use of biotechnology in environmental remediation presents opportunities for breakthroughs and innovation, but also raises concerns about ethical implications and potential consequences.",bot,use biotechnolog environment remedi present opportun breakthrough innov also rais concern ethic implic potenti consequ
 Overall 4/5,human,overal
"Access to clean water is a basic human right, but many people around the world still lack reliable access to safe drinking water and sanitation.",bot,access clean water basic human right mani peopl around world still lack reliabl access safe drink water sanit
"The sharing economy has disrupted traditional business models, with platforms such as Uber and Airbnb enabling peer-to-peer transactions and access to shared resources.",bot,share economi disrupt tradit busi model platform uber airbnb enabl peer peer transact access share resourc
 Verry nice products so happy iPhone 13 ??????,human,verri nice product happi iphon
"The impact of renewable energy sources on rural communities and development is a pressing issue, with potential implications for economic growth and social welfare.",bot,impact renew energi sourc rural commun develop press issu potenti implic econom growth social welfar
 Don’t think too much. Just go for it,human,think much go
"The use of artificial intelligence in scientific research presents opportunities for data analysis and discovery, but also raises concerns about bias and reproducibility.",bot,use artifici intellig scientif research present opportun data analysi discoveri also rais concern bia reproduc
" Beware of hype, its a phone that just has call logs for 3-4 days, it does not support truecaller. Its not a smartphone but a camera attached to a simple dial-up phone.",human,bewar hype phone call log day support truecal smartphon camera attach simpl dial phone
 Marvellous??Switched from android to IOSEverything works like butter,human,marvel switch android ioseveryth work like butter
 Premium quality best ever from iphone,human,premium qualiti best ever iphon
"The use of blockchain technology in digital identity management presents opportunities for security and privacy, but also requires careful consideration of legal and regulatory frameworks.",bot,use blockchain technolog digit ident manag present opportun secur privaci also requir care consider legal regulatori framework
"The role of sports in society is multifaceted, encompassing physical health, entertainment, and cultural identity, with a focus on various disciplines and events.",bot,role sport societi multifacet encompass physic health entertain cultur ident focu variou disciplin event
"The concept of universal basic income has gained traction as a potential solution to economic inequality and the impacts of automation on employment, but its feasibility and effectiveness remain subject to debate.",bot,concept univers basic incom gain traction potenti solut econom inequ impact autom employ feasibl effect remain subject debat
"They sat in silence, each lost in their own thoughts.",bot,sat silenc lost thought
 I loved that red??,human,love red
"When you're feeling lost or unsure of your path, trust your intuition and take the next step forward.",bot,feel lost unsur path trust intuit take next step forward
 Best,human,best
"The impact of colonialism on language and culture is an ongoing issue, with efforts to preserve and revitalize endangered languages and promote linguistic diversity and equity.",bot,impact coloni languag cultur ongo issu effort preserv revit endang languag promot linguist divers equiti
"The use of blockchain technology in finance and banking presents opportunities for transparency and security, but also requires careful consideration of legal and regulatory frameworks.",bot,use blockchain technolog financ bank present opportun transpar secur also requir care consider legal regulatori framework
"The use of biotechnology in agriculture offers new possibilities for sustainable and efficient food production, but also raises concerns about genetic modification and ecological impacts.",bot,use biotechnolog agricultur offer new possibl sustain effici food product also rais concern genet modif ecolog impact
 My first Apple products..no comparison..to other ?,human,first appl product comparison
"Access to healthcare is a basic human right, but many people around the world still lack access to quality healthcare services, particularly in low-income countries.",bot,access healthcar basic human right mani peopl around world still lack access qualiti healthcar servic particularli low incom countri
 Great cameras with nice battery backup,human,great camera nice batteri backup
"AI can help us improve the accuracy and efficiency of medical diagnosis, reducing errors and improving patient outcomes.",bot,ai help us improv accuraci effici medic diagnosi reduc error improv patient outcom
"The impact of digital technology on human rights and social justice is a complex issue, with ongoing debates about the impact of technology on inequality and access to justice.",bot,impact digit technolog human right social justic complex issu ongo debat impact technolog inequ access justic
 Awesome camera,human,awesom camera
"The study of history seeks to understand the past in order to make sense of the present and shape the future, with a focus on interpretation, analysis, and narrative.",bot,studi histori seek understand past order make sens present shape futur focu interpret analysi narr
"The field of literature seeks to understand human experience through the analysis of written and spoken works, with a focus on various genres and styles.",bot,field literatur seek understand human experi analysi written spoken work focu variou genr style
 Battery life is good.Display is very good.Performance is great.Stereo sound is good.Camera is fantastic.In hand feel perfect.,human,batteri life good display good perform great stereo sound good camera fantast hand feel perfect
"AI can help us better understand and mitigate the effects of climate change, from predicting and preventing natural disasters to optimizing renewable energy production.",bot,ai help us better understand mitig effect climat chang predict prevent natur disast optim renew energi product
 Awesome,human,awesom
"AI can help us better understand and address the impact of climate change on agriculture, from predicting crop yields to developing interventions to promote sustainable farming practices.",bot,ai help us better understand address impact climat chang agricultur predict crop yield develop intervent promot sustain farm practic
"The impact of digital technology on privacy and personal data is a growing area of concern, with ongoing efforts to improve regulation and protection.",bot,impact digit technolog privaci person data grow area concern ongo effort improv regul protect
 No doubt amazing phone I just received it 1 month back and still my experience is on fire..... Bt only one issue I think the battery ... It is not upto my expectation...,human,doubt amaz phone receiv month back still experi fire bt one issu think batteri upto expect
 In a single word wow ??,human,singl word wow
" Don't buy this phone. Too many restrictions. Bad refund policy. I didn't like this phone so wanted return it but as per the policy, return is not applicable for open box delivery. If you really want to purchase it then please take real time reviews from your friends who are using iphones. It has worst battery than Android phone. Less features, bad gestures. Also you need to buy accessories like headphone, power adaptor separately, which are again costly. If you want to use 2 sims then you hav...",human,buy phone mani restrict bad refund polici like phone want return per polici return applic open box deliveri realli want purchas pleas take real time review friend use iphon worst batteri android phone less featur bad gestur also need buy accessori like headphon power adaptor separ costli want use sim hav
" Purchased from BBD at 50k, awesome deal awesome phone, however slow charging phone, and camera up to the mark.",human,purchas bbd k awesom deal awesom phone howev slow charg phone camera mark
"AI can help us improve the accuracy and efficiency of medical recordkeeping, improving patient care and reducing administrative burdens.",bot,ai help us improv accuraci effici medic recordkeep improv patient care reduc administr burden
 Awesome Camera Quality specially Night mode camera,human,awesom camera qualiti special night mode camera
 Very good,human,good
"The role of education in society is to provide knowledge, skills, and values to individuals and communities, with a focus on curriculum development, pedagogy, and educational policy.",bot,role educ societi provid knowledg skill valu individu commun focu curriculum develop pedagogi educ polici
"The use of biotechnology in genetic testing presents opportunities for breakthroughs and innovation, but also raises concerns about privacy and ethical implications.",bot,use biotechnolog genet test present opportun breakthrough innov also rais concern privaci ethic implic
 I am a firsttime ios user And i had greatest experience ??I love design battery display and everything,human,firsttim io user greatest experi love design batteri display everyth
"The study of linguistics seeks to understand the nature and structure of language, with applications in fields such as education, communication, and translation.",bot,studi linguist seek understand natur structur languag applic field educ commun translat
 Excellent,human,excel
 Very nice switched to ios after 10years of experience with android really like it thanks for apple and Flipkart very happy to get this amazing product.....,human,nice switch io year experi android realli like thank appl flipkart happi get amaz product
"AI can help us better understand and predict the behavior of cancer cells, leading to more effective cancer treatments.",bot,ai help us better understand predict behavior cancer cell lead effect cancer treatment
Don't let fear of failure hold you back from pursuing your dreams. Embrace the uncertainty and see where it takes you.,bot,let fear failur hold back pursu dream embrac uncertainti see take
 Superb  upgraded from 11 to 13  iPhone is the best,human,superb upgrad iphon best
 Using for almost 2 months.. very happy with the product ??,human,use almost month happi product
 Very good quality photos. Love it??,human,good qualiti photo love
 Fully satisfied with the experience so far.,human,fulli satisfi experi far
"The use of robotics and automation in manufacturing and industry is transforming the way we design, produce, and distribute goods, with a focus on efficiency, safety, and innovation.",bot,use robot autom manufactur industri transform way design produc distribut good focu effici safeti innov
"AI can help us improve the accuracy and efficiency of scientific simulations, accelerating our ability to model complex systems.",bot,ai help us improv accuraci effici scientif simul acceler abil model complex system
"The sun was shining brightly, making everything seem more vibrant.",bot,sun shine brightli make everyth seem vibrant
"The snow was falling heavily outside, creating a winter wonderland.",bot,snow fall heavili outsid creat winter wonderland
 Its next level.,human,next level
 Nice product??,human,nice product
 Elegant piece.,human,eleg piec
 Excellent,human,excel
 Super,human,super
 battery life is less for continuous usage 5 to 6 hrs backup,human,batteri life less continu usag hr backup
 Awesome camera clarity,human,awesom camera clariti
" The migration from android to IOS is so painful. First the phone: A solid one, boxy and feels good in hand. Excellent display, camera is good, battery …amazing. For some reason I see that my mobile signal is weak, this was not the case with my android phone. Second the IOS: I didn’t find it amusing. From a customisation perspective it is probable 5 years behind android. There are certain simple things are missing, it’s a long list. But from a RAM and battery management, it is outstanding. F...",human,migrat android io pain first phone solid one boxi feel good hand excel display camera good batteri amaz reason see mobil signal weak case android phone second io find amus customis perspect probabl year behind android certain simpl thing miss long list ram batteri manag outstand f
"The use of artificial intelligence in risk management presents opportunities for efficiency and accuracy, but also raises concerns about privacy and ethical implications.",bot,use artifici intellig risk manag present opportun effici accuraci also rais concern privaci ethic implic
 Satisfied,human,satisfi
"As an AI language model, I do not have a personal perspective or beliefs, but I can provide information and insights based on research and analysis.",bot,ai languag model person perspect belief provid inform insight base research analysi
 The phone is okay. Performance is good. But the camera is not up to the mark. There is only 5x zoom whereas in other 20k phone the zoom is almost 30x. And yes no charger ; earphone also. Not happy at all.,human,phone okay perform good camera mark x zoom wherea k phone zoom almost x ye charger earphon also happi
"The impact of urbanization on natural resources and environmental sustainability is a growing area of concern, with efforts to promote smart growth and resource conservation.",bot,impact urban natur resourc environment sustain grow area concern effort promot smart growth resourc conserv
" Don't ever purchase any mobile phone from Flipkart. I have purchased iphone13 6 months ago and now mobile is dead ,now need to give it to service center. Flipkart is only selling D grade products.",human,ever purchas mobil phone flipkart purchas iphon month ago mobil dead need give servic center flipkart sell grade product
 Outstanding performance ??,human,outstand perform
 Heating problem while charging or while using more than 15 minutes.,human,heat problem charg use minut
 Good product,human,good product
 Very poor. Within three months of usage now battery drains 100 to 0 less than two hours. Please don't buy this product,human,poor within three month usag batteri drain less two hour pleas buy product
"The use of biodegradable and compostable materials in packaging and consumer products offers new possibilities for sustainability, but also requires careful consideration of environmental and economic feasibility.",bot,use biodegrad compost materi packag consum product offer new possibl sustain also requir care consider environment econom feasibl
 Nice,human,nice
 Superb camera Or battery backup superb yar,human,superb camera batteri backup superb yar
 Super,human,super
 Waste of money better buy any 10k Android mobile full useless,human,wast money better buy k android mobil full useless
 I phone as always superb but thanks to Flipkart for the quality and original product,human,phone alway superb thank flipkart qualiti origin product
The deep learning model was able to generate high-quality images that were indistinguishable from images taken by a professional photographer.,bot,deep learn model abl gener high qualiti imag indistinguish imag taken profession photograph
" Willing to buy a other brand smartphones at this price point, then just drop that idea and go for this smartphone. You will love it ??",human,will buy brand smartphon price point drop idea go smartphon love
" My first impression, the camera is not that good comparing to the android phone in this price range. Phone is very small and cute but if you thought to play games in this phone please think twice before you buy. 6.1 inch screen is not for the gamers. Need to check other features in the future and update the review again.",human,first impress camera good compar android phone price rang phone small cute thought play game phone pleas think twice buy inch screen gamer need check featur futur updat review
"Moreover, AI can improve productivity and efficiency, which can lead to economic growth and the creation of new industries and jobs. For example, AI can help automate tasks, analyze large amounts of data, and provide insights that can lead to better decis",bot,moreov ai improv product effici lead econom growth creation new industri job exampl ai help autom task analyz larg amount data provid insight lead better deci
"AI can help us improve the accuracy and efficiency of fraud detection in financial systems, reducing losses and improving compliance.",bot,ai help us improv accuraci effici fraud detect financi system reduc loss improv complianc
The sound of the waves crashing against the shore was soothing.,bot,sound wave crash shore sooth
 I am suffering heatup while charging my phone,human,suffer heatup charg phone
"AI can help us better understand and predict consumer behavior, leading to more effective marketing strategies.",bot,ai help us better understand predict consum behavior lead effect market strategi
" The lphone 13 was in superb condition and there was no scratches and dents, the phone feels premium in hand and fast delivery by Flipkart",human,lphone superb condit scratch dent phone feel premium hand fast deliveri flipkart
